IP地址,数据中心,地区,城市,网络延迟
172.67.236.73,SJC,North America,San Jose,244 ms
104.16.65.246,SJC,North America,San Jose,244 ms
104.17.175.129,SJC,North America,San Jose,244 ms
104.17.191.201,SJC,North America,San Jose,244 ms
104.21.65.53,SJC,North America,San Jose,244 ms
104.23.142.189,SJC,North America,San Jose,244 ms
104.25.203.164,SJC,North America,San Jose,244 ms
104.19.160.203,SJC,North America,San Jose,244 ms
104.27.60.18,SJC,North America,San Jose,244 ms
104.24.237.29,SJC,North America,San Jose,244 ms
104.17.181.227,SJC,North America,San Jose,245 ms
104.24.209.118,SJC,North America,San Jose,245 ms
104.19.156.23,SJC,North America,San Jose,245 ms
104.19.169.64,SJC,North America,San Jose,245 ms
104.21.102.100,SJC,North America,San Jose,245 ms
104.27.99.59,SJC,North America,San Jose,245 ms
104.18.145.0,SJC,North America,San Jose,245 ms
104.17.101.166,SJC,North America,San Jose,245 ms
104.24.66.60,SJC,North America,San Jose,245 ms
104.21.38.199,SJC,North America,San Jose,245 ms
104.16.177.137,SJC,North America,San Jose,245 ms
104.16.183.231,SJC,North America,San Jose,246 ms
104.18.82.94,SJC,North America,San Jose,246 ms
104.16.211.98,SJC,North America,San Jose,246 ms
104.18.72.245,SJC,North America,San Jose,246 ms
104.18.76.213,SJC,North America,San Jose,246 ms
104.16.127.243,SJC,North America,San Jose,246 ms
104.16.14.66,SJC,North America,San Jose,246 ms
104.16.23.7,SJC,North America,San Jose,246 ms
104.18.225.95,SJC,North America,San Jose,246 ms
104.21.79.85,SJC,North America,San Jose,246 ms
104.16.20.247,SJC,North America,San Jose,246 ms
104.17.234.53,SJC,North America,San Jose,246 ms
104.18.94.44,SJC,North America,San Jose,246 ms
104.17.245.249,SJC,North America,San Jose,247 ms
104.16.111.187,SJC,North America,San Jose,247 ms
104.18.188.194,SJC,North America,San Jose,247 ms
104.18.115.252,SJC,North America,San Jose,247 ms
104.25.152.232,SJC,North America,San Jose,247 ms
104.21.225.54,SJC,North America,San Jose,247 ms
104.25.172.11,SJC,North America,San Jose,247 ms
104.25.30.118,SJC,North America,San Jose,247 ms
104.16.44.223,SJC,North America,San Jose,247 ms
104.17.39.54,SJC,North America,San Jose,247 ms
104.27.206.237,SJC,North America,San Jose,247 ms
104.17.208.251,SJC,North America,San Jose,248 ms
172.64.87.55,SJC,North America,San Jose,248 ms
104.17.84.199,SJC,North America,San Jose,248 ms
104.18.135.108,SJC,North America,San Jose,248 ms
104.16.187.217,SJC,North America,San Jose,248 ms
104.21.53.36,SJC,North America,San Jose,248 ms
104.27.86.156,SJC,North America,San Jose,248 ms
104.19.157.194,SJC,North America,San Jose,248 ms
104.21.94.62,SJC,North America,San Jose,248 ms
104.17.141.102,SJC,North America,San Jose,248 ms
104.22.29.139,SJC,North America,San Jose,248 ms
104.17.76.53,SJC,North America,San Jose,248 ms
104.19.132.250,SJC,North America,San Jose,248 ms
104.19.244.220,SJC,North America,San Jose,248 ms
104.18.155.180,SJC,North America,San Jose,248 ms
104.25.3.104,SJC,North America,San Jose,248 ms
104.27.201.51,SJC,North America,San Jose,248 ms
104.20.73.121,SJC,North America,San Jose,249 ms
104.17.87.67,SJC,North America,San Jose,249 ms
104.18.106.156,SJC,North America,San Jose,249 ms
104.17.41.218,SJC,North America,San Jose,249 ms
104.17.88.124,SJC,North America,San Jose,249 ms
172.67.219.130,SJC,North America,San Jose,249 ms
104.18.241.139,SJC,North America,San Jose,249 ms
172.67.185.27,SJC,North America,San Jose,249 ms
104.18.221.207,SJC,North America,San Jose,249 ms
172.67.247.33,SJC,North America,San Jose,249 ms
104.16.106.48,SJC,North America,San Jose,249 ms
104.17.239.170,SJC,North America,San Jose,249 ms
104.17.213.242,SJC,North America,San Jose,249 ms
104.27.7.158,SJC,North America,San Jose,250 ms
104.18.190.172,SJC,North America,San Jose,250 ms
104.18.77.74,SJC,North America,San Jose,250 ms
104.17.15.228,SJC,North America,San Jose,250 ms
172.67.203.2,SJC,North America,San Jose,250 ms
104.20.67.214,SJC,North America,San Jose,250 ms
104.18.95.78,SJC,North America,San Jose,250 ms
104.20.236.215,SJC,North America,San Jose,250 ms
104.17.22.95,SJC,North America,San Jose,250 ms
104.18.216.7,SJC,North America,San Jose,250 ms
104.24.212.11,SJC,North America,San Jose,251 ms
104.16.10.190,SJC,North America,San Jose,251 ms
104.18.214.162,SJC,North America,San Jose,251 ms
104.25.146.123,SJC,North America,San Jose,251 ms
104.17.128.71,SJC,North America,San Jose,251 ms
104.16.84.241,SJC,North America,San Jose,251 ms
172.67.229.104,SJC,North America,San Jose,251 ms
104.21.196.198,SJC,North America,San Jose,251 ms
104.18.220.82,SJC,North America,San Jose,251 ms
104.16.220.102,SJC,North America,San Jose,251 ms
104.19.176.79,SJC,North America,San Jose,251 ms
104.21.222.157,SJC,North America,San Jose,251 ms
104.18.157.35,SJC,North America,San Jose,251 ms
104.18.187.100,SJC,North America,San Jose,252 ms
104.18.203.64,SJC,North America,San Jose,252 ms
104.19.240.125,SJC,North America,San Jose,252 ms
104.17.173.235,SJC,North America,San Jose,252 ms
104.27.98.199,SJC,North America,San Jose,252 ms
104.16.231.152,SJC,North America,San Jose,252 ms
104.16.13.147,SJC,North America,San Jose,252 ms
104.18.248.30,SJC,North America,San Jose,252 ms
104.19.212.53,SJC,North America,San Jose,252 ms
104.27.96.79,SJC,North America,San Jose,252 ms
104.18.238.96,SJC,North America,San Jose,252 ms
104.18.121.84,SJC,North America,San Jose,252 ms
104.18.125.201,SJC,North America,San Jose,252 ms
104.16.149.228,SJC,North America,San Jose,252 ms
104.21.101.66,SJC,North America,San Jose,252 ms
172.64.84.192,SJC,North America,San Jose,252 ms
104.16.94.4,SJC,North America,San Jose,252 ms
104.19.158.125,SJC,North America,San Jose,252 ms
104.17.174.71,SJC,North America,San Jose,252 ms
104.18.75.204,SJC,North America,San Jose,253 ms
104.17.40.41,SJC,North America,San Jose,253 ms
104.17.49.135,SJC,North America,San Jose,253 ms
104.21.100.78,SJC,North America,San Jose,253 ms
104.16.120.73,SJC,North America,San Jose,253 ms
104.18.109.67,SJC,North America,San Jose,253 ms
104.16.214.209,SJC,North America,San Jose,253 ms
104.25.164.25,SJC,North America,San Jose,253 ms
104.18.185.22,SJC,North America,San Jose,253 ms
104.17.74.240,SJC,North America,San Jose,253 ms
104.17.33.137,SJC,North America,San Jose,253 ms
104.19.208.109,SJC,North America,San Jose,253 ms
104.16.76.93,SJC,North America,San Jose,253 ms
104.16.71.143,SJC,North America,San Jose,253 ms
104.16.41.134,SJC,North America,San Jose,253 ms
104.18.180.228,SJC,North America,San Jose,253 ms
104.18.79.28,SJC,North America,San Jose,253 ms
104.21.74.161,SJC,North America,San Jose,253 ms
104.19.179.224,SJC,North America,San Jose,253 ms
104.16.116.199,SJC,North America,San Jose,253 ms
104.17.36.208,SJC,North America,San Jose,253 ms
172.67.250.10,SJC,North America,San Jose,253 ms
104.18.204.45,SJC,North America,San Jose,253 ms
104.18.148.167,SJC,North America,San Jose,253 ms
104.16.55.47,SJC,North America,San Jose,253 ms
104.16.117.122,SJC,North America,San Jose,253 ms
104.18.217.122,SJC,North America,San Jose,253 ms
104.18.144.71,SJC,North America,San Jose,253 ms
104.22.41.115,SJC,North America,San Jose,253 ms
104.16.164.205,SJC,North America,San Jose,253 ms
172.67.45.143,SJC,North America,San Jose,253 ms
190.93.245.138,SJC,North America,San Jose,253 ms
104.18.213.240,SJC,North America,San Jose,253 ms
104.19.218.121,SJC,North America,San Jose,253 ms
104.16.42.144,SJC,North America,San Jose,254 ms
104.17.81.120,SJC,North America,San Jose,254 ms
104.16.18.58,SJC,North America,San Jose,254 ms
104.24.7.251,SJC,North America,San Jose,254 ms
104.19.165.95,SJC,North America,San Jose,254 ms
104.25.138.114,SJC,North America,San Jose,254 ms
104.16.43.205,SJC,North America,San Jose,254 ms
104.17.37.254,SJC,North America,San Jose,254 ms
104.19.222.201,SJC,North America,San Jose,254 ms
104.16.59.189,SJC,North America,San Jose,254 ms
104.24.37.49,SJC,North America,San Jose,254 ms
104.18.67.16,SJC,North America,San Jose,254 ms
104.24.199.171,SJC,North America,San Jose,254 ms
172.67.191.225,SJC,North America,San Jose,254 ms
104.18.138.234,SJC,North America,San Jose,254 ms
104.18.92.166,SJC,North America,San Jose,254 ms
172.67.193.67,SJC,North America,San Jose,254 ms
172.67.13.78,SJC,North America,San Jose,254 ms
104.19.224.151,SJC,North America,San Jose,254 ms
104.22.31.12,SJC,North America,San Jose,254 ms
104.17.250.46,SJC,North America,San Jose,254 ms
104.18.229.121,SJC,North America,San Jose,254 ms
104.25.16.22,SJC,North America,San Jose,254 ms
104.16.216.128,SJC,North America,San Jose,254 ms
104.17.215.8,SJC,North America,San Jose,254 ms
104.17.255.178,SJC,North America,San Jose,254 ms
104.21.5.198,SJC,North America,San Jose,254 ms
104.16.72.77,SJC,North America,San Jose,254 ms
104.17.205.242,SJC,North America,San Jose,254 ms
104.18.240.175,SJC,North America,San Jose,254 ms
104.18.211.140,SJC,North America,San Jose,254 ms
104.21.7.65,SJC,North America,San Jose,254 ms
104.18.128.63,SJC,North America,San Jose,255 ms
104.18.227.130,SJC,North America,San Jose,255 ms
104.16.184.50,SJC,North America,San Jose,255 ms
104.19.189.63,SJC,North America,San Jose,255 ms
104.19.231.70,SJC,North America,San Jose,255 ms
172.67.245.111,SJC,North America,San Jose,255 ms
104.17.240.233,SJC,North America,San Jose,255 ms
104.25.119.177,SJC,North America,San Jose,255 ms
104.17.221.221,SJC,North America,San Jose,255 ms
104.17.242.26,SJC,North America,San Jose,255 ms
104.21.73.130,SJC,North America,San Jose,255 ms
104.22.79.59,SJC,North America,San Jose,255 ms
104.18.70.99,SJC,North America,San Jose,255 ms
104.16.197.147,SJC,North America,San Jose,255 ms
104.18.195.160,SJC,North America,San Jose,255 ms
104.17.155.153,SJC,North America,San Jose,255 ms
104.17.157.120,SJC,North America,San Jose,255 ms
172.67.46.167,SJC,North America,San Jose,255 ms
104.23.117.121,PDX,North America,Portland,255 ms
104.20.10.104,SJC,North America,San Jose,255 ms
104.19.239.60,SJC,North America,San Jose,255 ms
104.21.23.209,SJC,North America,San Jose,255 ms
104.18.182.204,SJC,North America,San Jose,255 ms
104.17.17.181,SJC,North America,San Jose,255 ms
104.18.149.2,SJC,North America,San Jose,255 ms
104.16.137.247,SJC,North America,San Jose,255 ms
104.18.100.144,SJC,North America,San Jose,255 ms
104.16.238.14,SJC,North America,San Jose,255 ms
104.18.167.140,SJC,North America,San Jose,255 ms
104.17.248.113,SJC,North America,San Jose,256 ms
104.18.219.155,SJC,North America,San Jose,256 ms
104.21.82.34,PDX,North America,Portland,256 ms
104.18.178.35,SJC,North America,San Jose,256 ms
104.21.238.130,SJC,North America,San Jose,256 ms
104.16.66.169,SJC,North America,San Jose,256 ms
104.18.118.173,SJC,North America,San Jose,256 ms
104.18.86.83,SJC,North America,San Jose,256 ms
172.67.197.78,SJC,North America,San Jose,256 ms
104.16.21.109,SJC,North America,San Jose,256 ms
104.17.65.178,SJC,North America,San Jose,256 ms
104.17.152.244,SJC,North America,San Jose,256 ms
104.17.27.239,SJC,North America,San Jose,256 ms
104.18.133.56,SJC,North America,San Jose,256 ms
104.21.220.65,SJC,North America,San Jose,256 ms
104.19.191.53,SJC,North America,San Jose,256 ms
104.21.233.82,SJC,North America,San Jose,256 ms
104.16.85.144,SJC,North America,San Jose,256 ms
104.16.118.82,SJC,North America,San Jose,256 ms
104.19.220.116,SJC,North America,San Jose,257 ms
104.18.212.215,SJC,North America,San Jose,257 ms
104.18.158.167,SJC,North America,San Jose,257 ms
104.16.56.86,SJC,North America,San Jose,257 ms
104.18.184.147,SJC,North America,San Jose,257 ms
104.17.119.211,SJC,North America,San Jose,257 ms
104.16.224.47,SJC,North America,San Jose,257 ms
104.17.159.148,SJC,North America,San Jose,257 ms
104.18.179.155,SJC,North America,San Jose,257 ms
104.18.215.240,SJC,North America,San Jose,257 ms
190.93.247.113,SJC,North America,San Jose,257 ms
172.64.95.222,SJC,North America,San Jose,257 ms
104.27.193.217,PDX,North America,Portland,257 ms
104.21.2.154,SJC,North America,San Jose,257 ms
104.17.95.47,SJC,North America,San Jose,257 ms
104.16.221.161,SJC,North America,San Jose,257 ms
104.16.16.238,SJC,North America,San Jose,257 ms
172.67.37.195,SJC,North America,San Jose,257 ms
104.19.167.90,SJC,North America,San Jose,258 ms
104.25.200.241,SJC,North America,San Jose,258 ms
104.18.234.29,SJC,North America,San Jose,258 ms
104.18.73.19,SJC,North America,San Jose,258 ms
104.19.187.47,SJC,North America,San Jose,258 ms
104.24.11.117,SJC,North America,San Jose,258 ms
172.67.224.203,SJC,North America,San Jose,258 ms
104.17.253.127,SJC,North America,San Jose,258 ms
104.17.92.1,SJC,North America,San Jose,258 ms
104.19.253.250,SJC,North America,San Jose,258 ms
172.67.228.51,SJC,North America,San Jose,258 ms
104.17.70.184,SJC,North America,San Jose,258 ms
104.21.226.1,SJC,North America,San Jose,258 ms
104.23.97.98,SJC,North America,San Jose,258 ms
104.19.210.113,SJC,North America,San Jose,258 ms
104.18.230.147,SJC,North America,San Jose,258 ms
104.17.2.45,SJC,North America,San Jose,258 ms
172.67.199.122,SJC,North America,San Jose,259 ms
104.27.124.166,SJC,North America,San Jose,259 ms
172.67.212.154,SJC,North America,San Jose,259 ms
172.64.92.131,SJC,North America,San Jose,259 ms
104.25.67.205,SJC,North America,San Jose,259 ms
172.67.176.157,SJC,North America,San Jose,259 ms
104.23.130.32,PDX,North America,Portland,259 ms
104.18.161.0,SJC,North America,San Jose,259 ms
172.67.186.45,SJC,North America,San Jose,259 ms
104.17.230.172,SJC,North America,San Jose,259 ms
104.17.0.14,SJC,North America,San Jose,259 ms
104.17.151.79,SJC,North America,San Jose,259 ms
104.20.84.4,PDX,North America,Portland,259 ms
104.21.200.111,PDX,North America,Portland,259 ms
104.17.137.16,SJC,North America,San Jose,260 ms
104.19.177.166,SJC,North America,San Jose,260 ms
104.27.31.29,SJC,North America,San Jose,260 ms
104.16.223.199,SJC,North America,San Jose,260 ms
104.21.26.47,SJC,North America,San Jose,260 ms
172.67.243.113,SJC,North America,San Jose,260 ms
172.67.232.135,SJC,North America,San Jose,260 ms
104.21.229.2,SJC,North America,San Jose,260 ms
104.18.244.17,SJC,North America,San Jose,260 ms
104.23.102.21,PDX,North America,Portland,260 ms
104.20.96.59,SJC,North America,San Jose,260 ms
104.16.68.204,SJC,North America,San Jose,260 ms
104.16.89.76,SJC,North America,San Jose,260 ms
104.21.236.15,SJC,North America,San Jose,260 ms
104.24.33.17,SJC,North America,San Jose,260 ms
104.18.124.81,SJC,North America,San Jose,260 ms
104.18.114.74,SJC,North America,San Jose,260 ms
104.17.53.9,SJC,North America,San Jose,260 ms
104.18.194.79,SJC,North America,San Jose,260 ms
104.20.135.212,SJC,North America,San Jose,260 ms
104.18.239.244,SJC,North America,San Jose,261 ms
104.19.174.11,SJC,North America,San Jose,261 ms
104.16.47.33,SJC,North America,San Jose,261 ms
104.17.51.58,SJC,North America,San Jose,261 ms
104.17.43.179,SJC,North America,San Jose,261 ms
104.17.185.162,SJC,North America,San Jose,261 ms
104.20.160.9,SJC,North America,San Jose,261 ms
104.27.36.49,SJC,North America,San Jose,261 ms
104.16.26.42,SJC,North America,San Jose,261 ms
104.20.126.95,PDX,North America,Portland,261 ms
104.16.175.181,SJC,North America,San Jose,261 ms
104.20.246.80,SJC,North America,San Jose,261 ms
104.18.245.247,SJC,North America,San Jose,261 ms
104.18.222.229,SJC,North America,San Jose,262 ms
172.67.63.189,PDX,North America,Portland,262 ms
104.18.146.83,SJC,North America,San Jose,262 ms
104.20.69.73,PDX,North America,Portland,262 ms
104.19.186.18,SJC,North America,San Jose,262 ms
104.17.187.54,SJC,North America,San Jose,262 ms
172.67.7.129,PDX,North America,Portland,262 ms
104.20.197.21,PDX,North America,Portland,262 ms
104.20.189.177,SJC,North America,San Jose,262 ms
104.21.118.141,SJC,North America,San Jose,262 ms
104.21.3.210,SJC,North America,San Jose,262 ms
104.18.223.23,SJC,North America,San Jose,262 ms
172.67.200.217,SJC,North America,San Jose,262 ms
104.21.1.150,SJC,North America,San Jose,262 ms
104.16.109.247,SJC,North America,San Jose,263 ms
104.18.254.68,SJC,North America,San Jose,263 ms
104.20.210.255,SJC,North America,San Jose,263 ms
104.17.186.217,SJC,North America,San Jose,263 ms
104.21.62.190,SJC,North America,San Jose,263 ms
172.67.223.217,SJC,North America,San Jose,263 ms
104.16.179.36,SJC,North America,San Jose,263 ms
104.25.7.89,SJC,North America,San Jose,263 ms
104.23.137.99,PDX,North America,Portland,263 ms
104.16.226.201,SJC,North America,San Jose,263 ms
104.19.148.153,SJC,North America,San Jose,263 ms
104.17.184.239,SJC,North America,San Jose,263 ms
104.18.235.125,SJC,North America,San Jose,263 ms
104.25.160.44,SJC,North America,San Jose,263 ms
104.20.85.214,PDX,North America,Portland,263 ms
104.16.87.42,SJC,North America,San Jose,263 ms
104.16.74.86,SJC,North America,San Jose,263 ms
104.20.208.25,PDX,North America,Portland,264 ms
104.17.103.192,SJC,North America,San Jose,264 ms
104.21.109.245,SJC,North America,San Jose,264 ms
104.20.237.201,PDX,North America,Portland,264 ms
104.18.243.131,SJC,North America,San Jose,264 ms
104.27.199.104,PDX,North America,Portland,264 ms
104.16.169.200,SJC,North America,San Jose,264 ms
104.19.235.165,SJC,North America,San Jose,264 ms
104.21.61.25,SJC,North America,San Jose,264 ms
104.17.171.158,SJC,North America,San Jose,264 ms
104.19.141.238,SJC,North America,San Jose,264 ms
104.18.139.147,SJC,North America,San Jose,264 ms
104.16.61.122,SJC,North America,San Jose,264 ms
104.25.126.187,SJC,North America,San Jose,265 ms
162.159.209.229,ARN,Europe,Stockholm,265 ms
104.25.129.152,SJC,North America,San Jose,265 ms
104.16.6.62,SJC,North America,San Jose,265 ms
104.16.93.35,SJC,North America,San Jose,265 ms
172.67.25.10,PDX,North America,Portland,265 ms
104.18.206.195,SJC,North America,San Jose,265 ms
172.67.167.155,SJC,North America,San Jose,265 ms
104.25.34.5,SJC,North America,San Jose,265 ms
104.25.149.37,SJC,North America,San Jose,266 ms
172.67.192.49,SJC,North America,San Jose,266 ms
104.19.238.58,SJC,North America,San Jose,266 ms
104.17.244.149,SJC,North America,San Jose,266 ms
104.16.174.140,SJC,North America,San Jose,266 ms
172.67.157.253,SJC,North America,San Jose,266 ms
104.22.67.76,SJC,North America,San Jose,266 ms
104.25.153.5,SJC,North America,San Jose,267 ms
104.22.56.251,SJC,North America,San Jose,267 ms
172.67.17.116,PDX,North America,Portland,267 ms
104.18.165.160,SJC,North America,San Jose,267 ms
104.17.60.181,SJC,North America,San Jose,267 ms
104.18.232.255,SJC,North America,San Jose,267 ms
104.18.177.43,SJC,North America,San Jose,267 ms
104.16.229.91,SJC,North America,San Jose,267 ms
104.16.52.221,SJC,North America,San Jose,267 ms
104.16.82.178,SJC,North America,San Jose,268 ms
172.67.173.36,SJC,North America,San Jose,268 ms
104.16.122.210,SJC,North America,San Jose,268 ms
104.17.153.224,SJC,North America,San Jose,268 ms
104.20.182.150,SJC,North America,San Jose,268 ms
104.19.154.233,SJC,North America,San Jose,268 ms
104.18.140.141,SJC,North America,San Jose,268 ms
104.16.51.183,SJC,North America,San Jose,268 ms
104.19.248.108,SJC,North America,San Jose,268 ms
104.25.56.48,SJC,North America,San Jose,268 ms
104.27.34.132,SJC,North America,San Jose,268 ms
104.18.127.148,SJC,North America,San Jose,268 ms
104.16.188.114,SJC,North America,San Jose,268 ms
172.67.145.241,SJC,North America,San Jose,268 ms
104.23.113.164,PDX,North America,Portland,269 ms
104.16.11.224,SJC,North America,San Jose,269 ms
104.20.109.45,PDX,North America,Portland,269 ms
104.24.181.169,SJC,North America,San Jose,269 ms
104.16.114.179,SJC,North America,San Jose,269 ms
104.16.57.41,SJC,North America,San Jose,269 ms
104.20.128.191,PDX,North America,Portland,269 ms
104.25.255.104,SJC,North America,San Jose,269 ms
172.64.94.93,PDX,North America,Portland,269 ms
172.67.251.141,SJC,North America,San Jose,269 ms
104.16.170.106,SJC,North America,San Jose,269 ms
104.24.238.205,SJC,North America,San Jose,269 ms
104.19.172.133,SJC,North America,San Jose,269 ms
104.24.247.191,SJC,North America,San Jose,269 ms
172.64.85.209,SJC,North America,San Jose,269 ms
104.19.245.20,SJC,North America,San Jose,269 ms
104.17.154.97,SJC,North America,San Jose,269 ms
104.16.95.193,SJC,North America,San Jose,269 ms
104.19.228.191,SJC,North America,San Jose,270 ms
104.19.237.53,SJC,North America,San Jose,270 ms
104.16.75.77,SJC,North America,San Jose,270 ms
104.19.153.191,SJC,North America,San Jose,270 ms
104.17.77.208,SJC,North America,San Jose,270 ms
104.25.47.53,SJC,North America,San Jose,270 ms
104.17.44.119,SJC,North America,San Jose,270 ms
104.16.103.117,SJC,North America,San Jose,270 ms
104.25.42.144,SJC,North America,San Jose,270 ms
104.21.67.190,SJC,North America,San Jose,270 ms
104.19.162.136,SJC,North America,San Jose,270 ms
104.23.141.110,PDX,North America,Portland,270 ms
104.27.73.62,SJC,North America,San Jose,270 ms
104.18.112.45,SJC,North America,San Jose,270 ms
104.16.45.51,SJC,North America,San Jose,270 ms
172.67.160.71,SJC,North America,San Jose,270 ms
104.19.164.180,SJC,North America,San Jose,271 ms
172.67.194.101,SJC,North America,San Jose,271 ms
104.17.223.74,SJC,North America,San Jose,271 ms
104.27.42.83,SJC,North America,San Jose,271 ms
104.23.98.239,PDX,North America,Portland,271 ms
104.21.228.179,SJC,North America,San Jose,271 ms
172.67.163.19,SJC,North America,San Jose,271 ms
104.18.209.223,SJC,North America,San Jose,271 ms
104.21.213.7,SJC,North America,San Jose,271 ms
104.21.49.152,SJC,North America,San Jose,271 ms
172.67.206.150,SJC,North America,San Jose,271 ms
104.27.51.34,SJC,North America,San Jose,271 ms
104.17.34.182,SJC,North America,San Jose,272 ms
172.67.142.21,SJC,North America,San Jose,272 ms
104.18.226.152,SJC,North America,San Jose,272 ms
104.19.137.194,SJC,North America,San Jose,272 ms
104.21.217.203,SJC,North America,San Jose,272 ms
104.18.189.231,SJC,North America,San Jose,272 ms
141.101.120.248,SJC,North America,San Jose,272 ms
104.24.176.192,SJC,North America,San Jose,272 ms
104.17.91.198,SJC,North America,San Jose,272 ms
104.24.25.48,SJC,North America,San Jose,272 ms
104.20.75.72,SJC,North America,San Jose,272 ms
104.21.78.28,SJC,North America,San Jose,272 ms
104.18.143.24,SJC,North America,San Jose,272 ms
104.27.66.66,SJC,North America,San Jose,272 ms
172.67.58.110,PDX,North America,Portland,272 ms
104.16.156.9,SJC,North America,San Jose,273 ms
104.17.48.37,SJC,North America,San Jose,273 ms
104.17.237.202,SJC,North America,San Jose,273 ms
104.24.230.29,SJC,North America,San Jose,273 ms
104.17.120.44,SJC,North America,San Jose,273 ms
104.19.211.39,SJC,North America,San Jose,273 ms
104.25.53.91,SJC,North America,San Jose,273 ms
104.25.123.248,SJC,North America,San Jose,273 ms
104.20.204.115,SJC,North America,San Jose,273 ms
104.27.117.110,SJC,North America,San Jose,273 ms
141.101.122.2,SJC,North America,San Jose,273 ms
104.18.231.140,SJC,North America,San Jose,273 ms
104.23.140.196,PDX,North America,Portland,273 ms
172.67.196.134,SJC,North America,San Jose,273 ms
104.25.15.44,SJC,North America,San Jose,274 ms
104.18.123.34,SJC,North America,San Jose,274 ms
104.18.168.121,SJC,North America,San Jose,274 ms
104.17.78.68,SJC,North America,San Jose,274 ms
104.21.232.83,SJC,North America,San Jose,274 ms
104.18.210.217,SJC,North America,San Jose,274 ms
104.23.116.58,SJC,North America,San Jose,274 ms
104.21.17.37,PDX,North America,Portland,274 ms
104.20.211.241,SJC,North America,San Jose,274 ms
104.19.181.170,SJC,North America,San Jose,274 ms
104.17.117.149,SJC,North America,San Jose,274 ms
104.23.135.188,SJC,North America,San Jose,274 ms
104.16.64.244,SJC,North America,San Jose,274 ms
104.16.88.88,SJC,North America,San Jose,274 ms
104.19.182.227,SJC,North America,San Jose,274 ms
104.17.150.63,SJC,North America,San Jose,274 ms
104.20.71.197,PDX,North America,Portland,274 ms
104.20.232.67,SJC,North America,San Jose,274 ms
104.18.228.213,SJC,North America,San Jose,274 ms
104.16.25.167,SJC,North America,San Jose,274 ms
104.25.163.79,SJC,North America,San Jose,274 ms
104.18.191.220,SJC,North America,San Jose,274 ms
104.16.205.20,SJC,North America,San Jose,275 ms
104.24.12.39,SJC,North America,San Jose,275 ms
104.21.48.63,SJC,North America,San Jose,275 ms
104.19.214.55,SJC,North America,San Jose,275 ms
104.20.170.140,PDX,North America,Portland,275 ms
172.67.242.128,SJC,North America,San Jose,275 ms
104.16.29.152,SJC,North America,San Jose,275 ms
104.25.199.135,SJC,North America,San Jose,275 ms
104.20.1.89,SJC,North America,San Jose,275 ms
104.16.218.182,SJC,North America,San Jose,275 ms
104.18.233.101,SJC,North America,San Jose,275 ms
104.18.120.103,SJC,North America,San Jose,275 ms
104.20.34.71,PDX,North America,Portland,276 ms
104.20.252.201,SJC,North America,San Jose,276 ms
104.17.79.231,SJC,North America,San Jose,276 ms
104.24.62.161,SJC,North America,San Jose,276 ms
104.18.105.58,SJC,North America,San Jose,276 ms
104.20.233.97,PDX,North America,Portland,276 ms
104.20.235.6,SJC,North America,San Jose,276 ms
104.21.64.76,SJC,North America,San Jose,276 ms
172.67.42.82,SJC,North America,San Jose,276 ms
104.18.200.28,SJC,North America,San Jose,276 ms
104.18.147.218,SJC,North America,San Jose,276 ms
198.41.209.181,SJC,North America,San Jose,276 ms
104.18.68.137,SJC,North America,San Jose,276 ms
104.21.13.130,SJC,North America,San Jose,276 ms
104.16.239.202,SJC,North America,San Jose,276 ms
104.17.206.94,SJC,North America,San Jose,276 ms
104.16.244.172,SJC,North America,San Jose,276 ms
104.16.124.19,SJC,North America,San Jose,276 ms
104.21.84.205,SJC,North America,San Jose,276 ms
104.16.112.173,SJC,North America,San Jose,276 ms
104.16.230.215,SJC,North America,San Jose,277 ms
104.17.45.202,SJC,North America,San Jose,277 ms
104.21.113.109,SJC,North America,San Jose,277 ms
104.27.202.163,SJC,North America,San Jose,277 ms
172.67.140.76,SJC,North America,San Jose,277 ms
104.17.216.162,SJC,North America,San Jose,277 ms
104.16.110.53,SJC,North America,San Jose,277 ms
104.19.159.200,SJC,North America,San Jose,277 ms
104.24.165.183,SJC,North America,San Jose,277 ms
104.16.15.209,SJC,North America,San Jose,277 ms
104.18.183.244,SJC,North America,San Jose,277 ms
104.17.64.115,SJC,North America,San Jose,277 ms
104.16.200.39,SJC,North America,San Jose,277 ms
104.25.190.15,SJC,North America,San Jose,277 ms
104.21.18.245,SJC,North America,San Jose,277 ms
104.25.66.126,SJC,North America,San Jose,277 ms
172.67.187.68,SJC,North America,San Jose,277 ms
104.19.215.133,SJC,North America,San Jose,277 ms
104.16.63.65,SJC,North America,San Jose,277 ms
104.17.198.167,SJC,North America,San Jose,278 ms
104.17.13.21,SJC,North America,San Jose,278 ms
172.67.208.56,SJC,North America,San Jose,278 ms
104.19.227.227,SJC,North America,San Jose,278 ms
104.17.192.43,SJC,North America,San Jose,278 ms
104.19.171.3,SJC,North America,San Jose,278 ms
104.21.43.63,SJC,North America,San Jose,278 ms
104.27.67.32,SJC,North America,San Jose,278 ms
104.18.253.104,SJC,North America,San Jose,278 ms
104.17.6.171,SJC,North America,San Jose,278 ms
104.18.173.50,SJC,North America,San Jose,278 ms
172.67.115.241,SJC,North America,San Jose,278 ms
104.21.122.217,SJC,North America,San Jose,278 ms
104.16.101.223,SJC,North America,San Jose,278 ms
104.17.31.188,SJC,North America,San Jose,278 ms
104.17.169.145,SJC,North America,San Jose,278 ms
